epoch,accuracy,f1-score,iou_score,loss,val_accuracy,val_f1-score,val_iou_score,val_loss
0,0.9203150868415833,0.6482584476470947,0.5479069352149963,0.5391146540641785,0.9347363114356995,0.6871958374977112,0.5682632923126221,0.5073806643486023
1,0.96031653881073,0.7731731534004211,0.6722753047943115,0.3744201064109802,0.9454548358917236,0.708598792552948,0.6202760338783264,0.43704336881637573
2,0.9665848612785339,0.8079969882965088,0.7084717750549316,0.3327648341655731,0.9400180578231812,0.7273452281951904,0.6204341650009155,0.44652843475341797
3,0.9700477719306946,0.8303177356719971,0.7327375411987305,0.30530989170074463,0.9599626064300537,0.7962023019790649,0.6922862529754639,0.35348498821258545
4,0.9724840521812439,0.8440247774124146,0.74916672706604,0.28639206290245056,0.9627906084060669,0.8188915252685547,0.7149984240531921,0.33100444078445435
5,0.9744396209716797,0.8534071445465088,0.7612398266792297,0.2723892629146576,0.9662923216819763,0.8326210379600525,0.7349566221237183,0.3074783384799957
6,0.9756011366844177,0.8623793721199036,0.7718958854675293,0.2608188986778259,0.9688618183135986,0.8403344750404358,0.7423230409622192,0.2978444993495941
7,0.9762108325958252,0.8669103384017944,0.7776581048965454,0.2546352744102478,0.9726094603538513,0.8502768278121948,0.7564688920974731,0.28034597635269165
8,0.9770272374153137,0.8728456497192383,0.7850437760353088,0.24684134125709534,0.9720743298530579,0.8423053622245789,0.7497050762176514,0.28788986802101135
9,0.9779985547065735,0.8789067268371582,0.7928745150566101,0.23815511167049408,0.9721582531929016,0.8519770503044128,0.7592743039131165,0.2784058153629303
10,0.9792085289955139,0.8834207057952881,0.7994290590286255,0.23084871470928192,0.9738422632217407,0.8569962382316589,0.7672176361083984,0.2693854868412018
11,0.979812502861023,0.8864620327949524,0.8037316799163818,0.22597266733646393,0.9744107723236084,0.8615041971206665,0.7710729837417603,0.26425179839134216
12,0.9802318811416626,0.8883122801780701,0.8066726922988892,0.2227863222360611,0.9751471877098083,0.8629041314125061,0.7749916911125183,0.2613478899002075
13,0.9807412028312683,0.8913240432739258,0.8107330203056335,0.2183539867401123,0.9748206734657288,0.8628352284431458,0.7745347619056702,0.2622213363647461
