epoch,accuracy,f1-score,iou_score,loss,val_accuracy,val_f1-score,val_iou_score,val_loss
0,0.9334937930107117,0.7154701948165894,0.6095123291015625,0.46729186177253723,0.797828197479248,0.5741731524467468,0.4319167733192444,1.1878538131713867
1,0.9685210585594177,0.8337264657020569,0.7369570732116699,0.29895344376564026,0.957108199596405,0.8021011352539062,0.6962280869483948,0.3538477420806885
2,0.9743159413337708,0.8609483242034912,0.7721807956695557,0.2574390769004822,0.9721535444259644,0.8389756083488464,0.748170018196106,0.2831941545009613
3,0.9780426621437073,0.8808785676956177,0.7992437481880188,0.22643961012363434,0.9754932522773743,0.8652855157852173,0.7781046628952026,0.25013214349746704
4,0.9805227518081665,0.8926022052764893,0.8162967562675476,0.2067892849445343,0.9742043018341064,0.871550440788269,0.7864779233932495,0.24385958909988403
5,0.9816933870315552,0.9001648426055908,0.8269774913787842,0.19471648335456848,0.9774590134620667,0.8694993257522583,0.7883584499359131,0.23882339894771576
6,0.9833148121833801,0.9070428013801575,0.8376338481903076,0.182297945022583,0.9787461757659912,0.885378360748291,0.80643230676651,0.21951444447040558
7,0.9842137694358826,0.9118759632110596,0.8449387550354004,0.17401784658432007,0.9810152053833008,0.8905704617500305,0.8144854307174683,0.20870661735534668
8,0.9850792288780212,0.9165043234825134,0.8519262671470642,0.16604410111904144,0.980916440486908,0.891757607460022,0.8154342770576477,0.20828472077846527
9,0.9859588146209717,0.9209418296813965,0.8587549328804016,0.15831033885478973,0.9751362800598145,0.882101833820343,0.7986286282539368,0.23793107271194458
10,0.9846479296684265,0.9191461205482483,0.8553470969200134,0.1637384593486786,0.8954082727432251,0.7388414740562439,0.6146778464317322,1.3559976816177368
11,0.9847202897071838,0.9189448356628418,0.8551021814346313,0.1633913666009903,0.9817994832992554,0.8966487646102905,0.8232078552246094,0.19919836521148682
12,0.9871203303337097,0.9275173544883728,0.8692095875740051,0.14651983976364136,0.9831092953681946,0.9022429585456848,0.8326612710952759,0.18893742561340332
13,0.9879974126815796,0.9309951066970825,0.8751705884933472,0.1398082822561264,0.9833492040634155,0.9036851525306702,0.8341716527938843,0.18742015957832336
14,0.988538384437561,0.9336676001548767,0.879528820514679,0.1348121166229248,0.9835006594657898,0.900982677936554,0.831893801689148,0.19063366949558258
15,0.9887920618057251,0.9351596832275391,0.8820098042488098,0.1319829225540161,0.9835366606712341,0.9055274724960327,0.8371866941452026,0.18445748090744019
16,0.9890906810760498,0.9368188977241516,0.884555995464325,0.1292037069797516,0.9841870665550232,0.9075331687927246,0.8410432934761047,0.18059004843235016
17,0.9894256591796875,0.9385700821876526,0.8875080943107605,0.12586401402950287,0.9833669066429138,0.9013474583625793,0.8317021131515503,0.19203875958919525
18,0.9896025061607361,0.9396242499351501,0.8893056511878967,0.12382963299751282,0.984216570854187,0.9074068069458008,0.8404591083526611,0.1810431182384491
19,0.9900279641151428,0.9415594339370728,0.8923572897911072,0.1203569769859314,0.9841165542602539,0.9071847200393677,0.8402156233787537,0.18219108879566193
20,0.9901462197303772,0.9422481656074524,0.893642008304596,0.11901754140853882,0.9846409559249878,0.9086198210716248,0.8430530428886414,0.17912691831588745
21,0.9904894828796387,0.9436047673225403,0.896132230758667,0.11605612933635712,0.9847846627235413,0.910426914691925,0.8450070023536682,0.17663393914699554
22,0.9906033277511597,0.9444531202316284,0.8974289894104004,0.1147003099322319,0.9847879409790039,0.9098687171936035,0.8447288274765015,0.1761448085308075
23,0.9908549189567566,0.9456095099449158,0.8993975520133972,0.11240263283252716,0.9849544167518616,0.910521924495697,0.8458159565925598,0.17586871981620789
24,0.9875948429107666,0.9364019632339478,0.8832599520683289,0.13255761563777924,0.9795794486999512,0.8803642988204956,0.8036876916885376,0.22829821705818176
25,0.989225447177887,0.9411619305610657,0.8912433385848999,0.12226076424121857,0.9849841594696045,0.9115244150161743,0.8463048338890076,0.1736801564693451
26,0.9907509684562683,0.9463567137718201,0.9004220366477966,0.1114216297864914,0.9851542711257935,0.913236677646637,0.8496573567390442,0.1711616963148117
27,0.991335928440094,0.9485903382301331,0.9043716788291931,0.10688059031963348,0.9851800203323364,0.9106996655464172,0.8465505838394165,0.17485788464546204
28,0.988146960735321,0.9391806721687317,0.8878440260887146,0.12737976014614105,0.9823380708694458,0.9032896161079407,0.8333512544631958,0.19144630432128906
29,0.9902992844581604,0.9454441070556641,0.898713231086731,0.11364366114139557,0.9851082563400269,0.9125388860702515,0.8484880924224854,0.17315439879894257
30,0.9913705587387085,0.9494549632072449,0.9057964086532593,0.10535822063684464,0.9857342839241028,0.9147499799728394,0.8522142767906189,0.16849938035011292
31,0.9918217062950134,0.951214611530304,0.9088625311851501,0.10187538713216782,0.9855061173439026,0.9143350720405579,0.8514420986175537,0.16967295110225677
32,0.9919825792312622,0.9518259167671204,0.91004478931427,0.10057029873132706,0.9856424331665039,0.9144539833068848,0.8519226908683777,0.16946139931678772
33,0.9921680688858032,0.9528802037239075,0.9117153286933899,0.09875543415546417,0.9857547283172607,0.9144196510314941,0.8520399332046509,0.16983531415462494
34,0.9923666715621948,0.9533993005752563,0.9127872586250305,0.09743635356426239,0.9861001372337341,0.9160537123680115,0.8545563220977783,0.16697493195533752
35,0.9925121665000916,0.954245924949646,0.9142373204231262,0.09577464312314987,0.9858529567718506,0.915597140789032,0.8534238934516907,0.1684066653251648
36,0.9924876093864441,0.9544264674186707,0.9144838452339172,0.09560606628656387,0.9857855439186096,0.9157290458679199,0.8543432354927063,0.16800165176391602
37,0.992512047290802,0.9544948935508728,0.9147402048110962,0.0952388346195221,0.9858622550964355,0.9145591855049133,0.8524808287620544,0.16988345980644226
38,0.9927291870117188,0.9552472233772278,0.9160416722297668,0.09375602006912231,0.986041247844696,0.9158337116241455,0.8543534278869629,0.1675160527229309
39,0.9926254153251648,0.9555048942565918,0.916344940662384,0.09357007592916489,0.9861351251602173,0.9169195890426636,0.8556729555130005,0.16570471227169037
40,0.9928695559501648,0.956446647644043,0.91797935962677,0.09165352582931519,0.9860584735870361,0.9168460369110107,0.8557171821594238,0.1668228656053543
41,0.993055522441864,0.9570969343185425,0.919219434261322,0.09022466838359833,0.9861302375793457,0.9167813062667847,0.8554195165634155,0.1667247712612152
42,0.9931365847587585,0.9577023386955261,0.9202665090560913,0.08905231207609177,0.9863392114639282,0.9181030988693237,0.8574584722518921,0.16445066034793854
43,0.9931632876396179,0.9576684236526489,0.9201878905296326,0.08906759321689606,0.9862313270568848,0.9166582822799683,0.8559017777442932,0.16653576493263245
44,0.9932144284248352,0.9581294059753418,0.9210954904556274,0.088162861764431,0.9864521026611328,0.9174238443374634,0.8572412729263306,0.16520406305789948
45,0.9932471513748169,0.9584234952926636,0.9216330647468567,0.0876055359840393,0.9862916469573975,0.9174714684486389,0.8571360111236572,0.1654859483242035
46,0.9932413697242737,0.9591560959815979,0.922693133354187,0.08653805404901505,0.9857484698295593,0.9163409471511841,0.8550670742988586,0.16868065297603607
47,0.9933050274848938,0.9593916535377502,0.9230619072914124,0.0860859751701355,0.9859533905982971,0.9164431095123291,0.8556731343269348,0.16822126507759094
