epoch,accuracy,f1-score,iou_score,loss,val_accuracy,val_f1-score,val_iou_score,val_loss
0,0.9022707343101501,0.591387927532196,0.47067990899086,0.811257004737854,0.6577761173248291,0.33831483125686646,0.23041528463363647,1.3973536491394043
1,0.9674779772758484,0.7352790832519531,0.6770321726799011,0.3837677538394928,0.9124988913536072,0.6395725607872009,0.5301880240440369,0.625477135181427
2,0.9729955792427063,0.8006488680839539,0.7315042018890381,0.3109026253223419,0.9533535242080688,0.7698111534118652,0.6519375443458557,0.4204707145690918
3,0.9775370359420776,0.8707184791564941,0.7904276847839355,0.24251104891300201,0.9626434445381165,0.8169558048248291,0.7260158061981201,0.3275255858898163
4,0.9802432656288147,0.8892113566398621,0.8143447637557983,0.21336013078689575,0.9777645468711853,0.8728505969047546,0.7922928929328918,0.23860077559947968
5,0.982099175453186,0.9016224145889282,0.8311691284179688,0.19340968132019043,0.9799476861953735,0.8791173100471497,0.8009066581726074,0.22566618025302887
6,0.9841591119766235,0.9125911593437195,0.8469439744949341,0.17452886700630188,0.9816882014274597,0.8936405777931213,0.8209232091903687,0.2029823213815689
7,0.9851595163345337,0.9190345406532288,0.8567692637443542,0.16292300820350647,0.9821400046348572,0.902994692325592,0.8322365283966064,0.1910119354724884
8,0.9859811067581177,0.9229650497436523,0.8628897070884705,0.15560662746429443,0.983306884765625,0.9053652286529541,0.836816668510437,0.18544408679008484
9,0.9868701100349426,0.9268364906311035,0.8691182732582092,0.14817027747631073,0.9835399389266968,0.9083629250526428,0.8417266011238098,0.18029341101646423
10,0.9873439073562622,0.9298951625823975,0.8736959099769592,0.14283443987369537,0.9846101999282837,0.9115897417068481,0.8468639254570007,0.17342263460159302
11,0.9877972602844238,0.9323729276657104,0.8779160380363464,0.13785642385482788,0.9837106466293335,0.9058816432952881,0.838963508605957,0.18243086338043213
12,0.9877662658691406,0.9326848387718201,0.8784176111221313,0.1374901682138443,0.984684944152832,0.9109697937965393,0.8472375273704529,0.17375928163528442
13,0.987922728061676,0.9323331117630005,0.8783259391784668,0.13735851645469666,0.9660041928291321,0.8642132878303528,0.7788085341453552,0.27097341418266296
14,0.981631338596344,0.9140731692314148,0.8483719229698181,0.1753966510295868,0.9762538075447083,0.8801407814025879,0.8013327121734619,0.23262150585651398
15,0.9847850799560547,0.9217638373374939,0.8611169457435608,0.15832452476024628,0.98029625415802,0.9033212661743164,0.8340417146682739,0.19106270372867584
